Country,Product,Data type,Indication,Channel,Date,Value,Source_File
Elbonie,INNOVIX,Activity,Indication 7,Email,2023-03-01 00:00:00,484.27984280000004,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 7,Email,2023-04-01 00:00:00,639.7015106,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 7,Email,2023-05-01 00:00:00,1816.5268341,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 7,Email,2023-06-01 00:00:00,1082.3113928,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 7,Email,2023-07-01 00:00:00,659.4327457,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 7,Email,2023-08-01 00:00:00,589.4299703,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 7,Email,2023-09-01 00:00:00,977.1906982,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 7,Email,2023-10-01 00:00:00,873.9887159,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 7,Email,2023-11-01 00:00:00,1551.1754455999999,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 7,Email,2023-12-01 00:00:00,1852.1258827,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 7,Email,2024-01-01 00:00:00,2637.8769371000003,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 7,Email,2024-02-01 00:00:00,2332.6123958999997,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 7,Email,2024-03-01 00:00:00,2600.5152979000004,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 7,Email,2024-04-01 00:00:00,861.0980860000001,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 7,Email,2024-05-01 00:00:00,859.1568097999999,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 7,Email,2024-06-01 00:00:00,860.2645274,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 7,Email,2024-07-01 00:00:00,530.463998,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 7,Email,2024-08-01 00:00:00,1024.0741633,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 7,Email,2024-09-01 00:00:00,1403.3360444000002,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 7,Email,2024-10-01 00:00:00,935.1115655999998,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 7,Face to face call,2022-10-01 00:00:00,1730.3096464000002,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 7,Face to face call,2022-11-01 00:00:00,2094.7832824,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 7,Face to face call,2022-12-01 00:00:00,2128.2357875,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 7,Face to face call,2023-01-01 00:00:00,1924.3095250000001,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 7,Face to face call,2023-02-01 00:00:00,1772.0496439,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 7,Face to face call,2023-03-01 00:00:00,2117.9163634999995,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 7,Face to face call,2023-04-01 00:00:00,1833.3139904,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 7,Face to face call,2023-05-01 00:00:00,1493.192594,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 7,Face to face call,2023-06-01 00:00:00,1182.4195958999999,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 7,Face to face call,2023-07-01 00:00:00,1264.9713836,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 7,Face to face call,2023-08-01 00:00:00,1743.5760360000002,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 7,Face to face call,2023-09-01 00:00:00,1492.0608667000001,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 7,Face to face call,2023-10-01 00:00:00,1979.1317518000003,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 7,Face to face call,2023-11-01 00:00:00,1675.3909292999997,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 7,Face to face call,2023-12-01 00:00:00,1791.2350719,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 7,Face to face call,2024-01-01 00:00:00,1408.2778870000002,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 7,Face to face call,2024-02-01 00:00:00,1250.5720216000002,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 7,Face to face call,2024-03-01 00:00:00,1144.0509082,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 7,Face to face call,2024-04-01 00:00:00,1492.9553971,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 7,Face to face call,2024-05-01 00:00:00,1658.2613527,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 7,Face to face call,2024-06-01 00:00:00,1236.2612252000001,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 7,Face to face call,2024-07-01 00:00:00,1824.5540536999997,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 7,Face to face call,2024-08-01 00:00:00,1169.0471322,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 7,Face to face call,2024-09-01 00:00:00,733.8447676000001,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 7,Face to face call,2024-10-01 00:00:00,1353.4959050999996,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Meeting,2022-10-01 00:00:00,477.31005790000006,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Meeting,2022-11-01 00:00:00,1702.2864913000005,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Meeting,2022-12-01 00:00:00,1420.7801951000001,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Meeting,2023-01-01 00:00:00,218.91280519999998,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Meeting,2023-02-01 00:00:00,542.3655747,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Meeting,2023-03-01 00:00:00,712.068913,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Meeting,2023-04-01 00:00:00,695.7173592,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Meeting,2023-05-01 00:00:00,267.2265818,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Meeting,2023-06-01 00:00:00,1432.8885871,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Meeting,2023-08-01 00:00:00,325.2500619,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Meeting,2023-09-01 00:00:00,2292.5418376000002,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Meeting,2023-10-01 00:00:00,297.1839305,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Meeting,2023-11-01 00:00:00,469.72373039999997,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Meeting,2023-12-01 00:00:00,173.56634459999998,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Meeting,2024-01-01 00:00:00,219.4560953,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Meeting,2024-02-01 00:00:00,553.1567617000001,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Meeting,2024-03-01 00:00:00,449.26826339999997,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Meeting,2024-04-01 00:00:00,1584.1754896999998,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Meeting,2024-05-01 00:00:00,302.790772,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Meeting,2024-06-01 00:00:00,177.9111406,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Meeting,2024-07-01 00:00:00,64.0149364,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Meeting,2024-08-01 00:00:00,185.5485539,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Meeting,2024-09-01 00:00:00,459.11782750000003,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Meeting,2024-10-01 00:00:00,1378.4698204000001,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Email,2022-10-01 00:00:00,416.89765779999993,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Email,2022-11-01 00:00:00,615.5017837,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Email,2022-12-01 00:00:00,275.452557,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Email,2023-01-01 00:00:00,447.67031169999996,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Email,2023-02-01 00:00:00,215.413162,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Email,2023-03-01 00:00:00,147.2863406,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Email,2023-04-01 00:00:00,97.51927260000001,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Email,2023-05-01 00:00:00,678.0603646000001,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Email,2023-06-01 00:00:00,535.4822318,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Email,2023-07-01 00:00:00,384.3605023,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Email,2023-08-01 00:00:00,1112.0558724,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Email,2023-09-01 00:00:00,340.92106920000003,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Email,2023-10-01 00:00:00,834.8450614000001,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Email,2023-11-01 00:00:00,991.2591896,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Email,2023-12-01 00:00:00,159.644871,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Email,2024-01-01 00:00:00,400.6952928,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Email,2024-02-01 00:00:00,849.9467292000002,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Email,2024-03-01 00:00:00,307.39566809999997,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Email,2024-04-01 00:00:00,456.38048030000004,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Email,2024-05-01 00:00:00,810.8567556,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Email,2024-06-01 00:00:00,910.4440566999999,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Email,2024-07-01 00:00:00,104.042986,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Email,2024-08-01 00:00:00,642.0976547,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Email,2024-10-01 00:00:00,284.5644194,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Face to face call,2022-10-01 00:00:00,427.98924610000006,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Face to face call,2022-11-01 00:00:00,485.9555119,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Face to face call,2022-12-01 00:00:00,392.1876952,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Face to face call,2023-01-01 00:00:00,807.9666317,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Face to face call,2023-02-01 00:00:00,554.7049525000001,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Face to face call,2023-03-01 00:00:00,807.5972922,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Face to face call,2023-04-01 00:00:00,542.7578504999999,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Face to face call,2023-05-01 00:00:00,403.6480997,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Face to face call,2023-06-01 00:00:00,1349.4751320999999,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Face to face call,2023-07-01 00:00:00,513.4725222,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Face to face call,2023-08-01 00:00:00,647.261371,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Face to face call,2023-09-01 00:00:00,1077.8213135,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Face to face call,2023-10-01 00:00:00,369.07985460000003,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Face to face call,2023-11-01 00:00:00,785.3779567,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Face to face call,2023-12-01 00:00:00,274.65830900000003,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Face to face call,2024-01-01 00:00:00,1127.9276068,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Face to face call,2024-02-01 00:00:00,934.3810042000001,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Face to face call,2024-03-01 00:00:00,727.2199663,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Face to face call,2024-04-01 00:00:00,661.2747572,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Face to face call,2024-05-01 00:00:00,994.2624706000001,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Face to face call,2024-06-01 00:00:00,439.3327331,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Face to face call,2024-07-01 00:00:00,601.6695001999999,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Face to face call,2024-08-01 00:00:00,306.42276929999997,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Face to face call,2024-09-01 00:00:00,503.0211087,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 20,Face to face call,2024-10-01 00:00:00,783.2487951999999,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Meeting,2022-10-01 00:00:00,912.4007796,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Meeting,2022-11-01 00:00:00,971.3059223999999,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Meeting,2022-12-01 00:00:00,912.2566393000002,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Meeting,2023-01-01 00:00:00,865.937987,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Meeting,2023-02-01 00:00:00,501.4950574,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Meeting,2023-03-01 00:00:00,1292.746907,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Meeting,2023-04-01 00:00:00,489.8384833,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Meeting,2023-05-01 00:00:00,547.0497583,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Meeting,2023-06-01 00:00:00,785.7696427999999,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Meeting,2023-07-01 00:00:00,927.0037971999999,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Meeting,2023-08-01 00:00:00,792.4506233999998,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Meeting,2023-09-01 00:00:00,526.383646,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Meeting,2023-10-01 00:00:00,722.2037878,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Meeting,2023-11-01 00:00:00,1048.5631683,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Meeting,2023-12-01 00:00:00,719.5862967,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Meeting,2024-01-01 00:00:00,545.9226463,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Meeting,2024-02-01 00:00:00,1127.1915318000001,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Meeting,2024-03-01 00:00:00,1050.9740299,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Meeting,2024-04-01 00:00:00,820.7581295,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Meeting,2024-05-01 00:00:00,948.4478818999999,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Meeting,2024-06-01 00:00:00,606.2705054,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Meeting,2024-07-01 00:00:00,1116.2718014000002,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Meeting,2024-08-01 00:00:00,458.80400540000005,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Meeting,2024-09-01 00:00:00,1183.6912266999998,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Meeting,2024-10-01 00:00:00,1214.9896873,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Email,2022-10-01 00:00:00,120.029786,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Email,2022-11-01 00:00:00,438.1170485,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Email,2022-12-01 00:00:00,46.4741674,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Email,2023-01-01 00:00:00,38.8608899,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Email,2023-02-01 00:00:00,79.5231718,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Email,2023-03-01 00:00:00,212.1923528,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Email,2023-04-01 00:00:00,47.4556712,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Email,2023-05-01 00:00:00,122.9183069,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Email,2023-06-01 00:00:00,140.4707877,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Email,2023-08-01 00:00:00,348.7653485,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Email,2023-09-01 00:00:00,49.353898,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Email,2023-10-01 00:00:00,154.0192479,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Email,2023-11-01 00:00:00,199.4487974,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Email,2023-12-01 00:00:00,117.4040334,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Email,2024-01-01 00:00:00,45.1385624,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Email,2024-02-01 00:00:00,419.471035,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Email,2024-03-01 00:00:00,171.4768239,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Email,2024-04-01 00:00:00,218.4508689,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Email,2024-06-01 00:00:00,164.308085,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Email,2024-07-01 00:00:00,111.4399556,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Email,2024-08-01 00:00:00,100.2973692,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Email,2024-09-01 00:00:00,200.5377511,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Email,2024-10-01 00:00:00,49.1747787,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Face to face call,2022-10-01 00:00:00,1212.2554197000002,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Face to face call,2022-11-01 00:00:00,1482.4883162000003,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Face to face call,2022-12-01 00:00:00,1879.8758712999995,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Face to face call,2023-01-01 00:00:00,1412.7508258,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Face to face call,2023-02-01 00:00:00,1240.4562784999998,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Face to face call,2023-03-01 00:00:00,1205.6142664999995,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Face to face call,2023-04-01 00:00:00,1740.3674537000004,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Face to face call,2023-05-01 00:00:00,1015.9478714999998,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Face to face call,2023-06-01 00:00:00,1673.4098696000003,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Face to face call,2023-07-01 00:00:00,1732.0681156999997,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Face to face call,2023-08-01 00:00:00,2168.8129118000006,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Face to face call,2023-09-01 00:00:00,1437.0401703999996,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Face to face call,2023-10-01 00:00:00,1270.4706475000003,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Face to face call,2023-11-01 00:00:00,1526.5737548000002,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Face to face call,2023-12-01 00:00:00,1065.3544840999998,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Face to face call,2024-01-01 00:00:00,1181.2108771000003,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Face to face call,2024-02-01 00:00:00,1714.0129092000002,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Face to face call,2024-03-01 00:00:00,1009.1194253000001,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Face to face call,2024-04-01 00:00:00,1900.9386204,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Face to face call,2024-05-01 00:00:00,1244.9047923,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Face to face call,2024-06-01 00:00:00,1839.5695964999998,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Face to face call,2024-07-01 00:00:00,1553.8569533999996,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Face to face call,2024-08-01 00:00:00,1915.7441072000001,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Face to face call,2024-09-01 00:00:00,2098.9947622,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 23,Face to face call,2024-10-01 00:00:00,1497.7595199,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 25,Meeting,2022-10-01 00:00:00,2922.0945222000005,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 25,Meeting,2022-11-01 00:00:00,127.2226821,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 25,Meeting,2022-12-01 00:00:00,65.7756892,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 25,Meeting,2023-02-01 00:00:00,159.3942591,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 25,Meeting,2023-03-01 00:00:00,36.7019516,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 25,Meeting,2023-04-01 00:00:00,168.6503361,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 25,Meeting,2023-06-01 00:00:00,103.6228654,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 25,Meeting,2023-07-01 00:00:00,2040.4799928000002,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 25,Meeting,2023-08-01 00:00:00,148.6933978,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 25,Meeting,2023-09-01 00:00:00,105.1475323,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 25,Meeting,2023-10-01 00:00:00,215.0617357,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 25,Meeting,2023-11-01 00:00:00,374.90073100000006,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 25,Meeting,2023-12-01 00:00:00,339.6303116,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 25,Meeting,2024-01-01 00:00:00,214.1620456,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 25,Meeting,2024-03-01 00:00:00,1567.9965817999998,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 25,Meeting,2024-04-01 00:00:00,353.7115625,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 25,Meeting,2024-05-01 00:00:00,89.6435969,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 25,Meeting,2024-06-01 00:00:00,358.8102916,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 25,Meeting,2024-07-01 00:00:00,409.7085555,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 25,Meeting,2024-08-01 00:00:00,128.0715538,INNOVIX_Elbonie.xlsx
Elbonie,INNOVIX,Activity,Indication 25,Meeting,2024-09-01 00:00:00,122.55955789999999,INNOVIX_Elbonie.xlsx
